code,lon,lat,hgt,crd1_flg,crd2_flg,crd1_X,crd1_Y,crd1_Z,crd2_X,crd2_Y,crd2_Z,diff_X,diff_Y,diff_Z,diff_E,diff_N,diff_U
WIND 31101M001,17.08943373246526,-22.57491835289626,1734.671446786262,I,I,5633708.80055,1732017.92028,-2433985.5874,5633708.80055,1732017.92028,-2433985.5874,0.0,0.0,0.0,0.0,0.0,0.0
WSRT 13506M005,6.604508033413317,52.91461253014071,82.27680450864136,I,I,3828735.70996,443305.11694,5064884.80816,3828735.70996,443305.11694,5064884.80816,0.0,0.0,0.0,0.0,0.0,0.0
WTZR 14201M010,12.87891256466161,49.144199863267126,666.0189718287438,I,I,4075580.38665,931853.96904,4801568.23118,4075580.38665,931853.96904,4801568.23118,0.0,0.0,0.0,0.0,0.0,0.0
WUHN 21602M001,114.3572654830317,30.5316517002142,25.85743029229343,I,I,-2267749.74312,5009154.20785,3221290.59868,-2267749.74312,5009154.20785,3221290.59868,0.0,0.0,0.0,0.0,0.0,0.0
YAR1 50107M004,115.34698079152015,-29.046549452253185,241.28095027431846,I,I,-2389026.38134,5043317.0177,-3078529.81035,-2389026.38134,5043317.0177,-3078529.81035,0.0,0.0,0.0,0.0,0.0,0.0
YAR2 50107M004,115.34698079152015,-29.046549452253185,241.28095027431846,I,I,-2389026.38134,5043317.0177,-3078529.81035,-2389026.38134,5043317.0177,-3078529.81035,0.0,0.0,0.0,0.0,0.0,0.0
YARR 50107M006,115.346977837137,-29.046584402004026,241.35078536067158,I,I,-2389025.34224,5043315.49629,-3078533.23088,-2389025.34224,5043315.49629,-3078533.23088,0.0,0.0,0.0,0.0,0.0,0.0
YEBE 13420M001,-3.0886239781407,40.524902055672584,972.7674606908113,I,I,4848724.61564,-261632.01552,4123094.28428,4848724.61564,-261632.01552,4123094.28428,0.0,0.0,0.0,0.0,0.0,0.0
YELL 40127M003,-114.48070482289229,62.480892874852,180.9644233789295,I,I,-1224452.86981,-2689216.18372,5633638.28282,-1224452.86981,-2689216.18372,5633638.28282,0.0,0.0,0.0,0.0,0.0,0.0
YIBL 25001M001,56.11233818640804,22.18646223504142,95.13353758491576,I,I,3294552.39861,4905092.55036,2393579.99645,3294552.39861,4905092.55036,2393579.99645,0.0,0.0,0.0,0.0,0.0,0.0
ZAMB 34601M001,28.311014041958135,-15.425539150750959,1324.9320649867877,I,I,5415352.98292,2917210.10514,-1685888.69235,5415352.98292,2917210.10514,-1685888.69235,0.0,0.0,0.0,0.0,0.0,0.0
ZECK 12351M001,41.565069421635926,43.788393943838635,1166.2940772939473,I,I,3451174.48182,3060335.57994,4391955.74338,3451174.48182,3060335.57994,4391955.74338,0.0,0.0,0.0,0.0,0.0,0.0
ZIMJ 14001M006,7.465105955036549,46.87714214973553,954.2944276072085,I,I,4331293.78417,567542.31236,4633135.83923,4331293.78417,567542.31236,4633135.83923,0.0,0.0,0.0,0.0,0.0,0.0
ZIMM 14001M004,7.465279368619433,46.87709899802955,956.3456129012629,I,I,4331296.92884,567556.05877,4633134.05674,4331296.92884,567556.05877,4633134.05674,0.0,0.0,0.0,0.0,0.0,0.0
